investor,investee,mount,pre_investor,pre_investee,pre_mount,sentence
0,1,0,0,0,0,陈东升在当天的战略合作会上一再表示，这是宅急送最后一次机会
0,1,0,0,0,0,此话不禁令人想起宅急送成立20年来多番改变战略，竟令自己从快递龙头跌至第二梯队末端的尴尬往事
0,0,0,0,0,0,如该公司去年看好电商，提出坚定拥抱电商的战略，但拥抱的结果却令其月亏百万，不得不又退回来
0,1,0,0,0,0,如此战略多变的过往，也让陈东升这个宅急送的实际控制人颇为尴尬，一再重申此次将坚定战略，坚持三五年看成果
0,1,0,0,0,0,按照宅急送的想法，该公司将开始两个三年计划，从今年开始的第一个三年旨在建立匹配战略定位的组织模式和业务模式，打造匹配业务战略的核心竞争能力，重塑企业品牌形象
0,0,0,0,0,0,而从2017年开始的三年则将成功转型，并于2019年实现上市
0,1,0,0,0,0,宅急送的新战略和发展预期，在业内人士看来并不乐观
0,1,0,0,0,0,一位不愿具名的物流专家向记者表示，宅急送因为前期的战略多变已经丧失了发展良机，如今的业务模式和快递网络均处下风，正因如此，令复星等投资人迟疑很长时间，长时间观察，迟迟未能下定入股决心
0,1,0,0,0,0,上述专家认为，宅急送的新战略想做仓配的话，时机太晚，巨头已经跑马抢据山头了，给宅急送的空间很有限，而其如有意想做供应链金融，怡亚通和飞马等公司也早已抢在身前
0,1,0,0,0,0,他认为宅急送的优势还是在于海外业务的布局早于其他快递公司，理应抓住这一点做好文章，并通过国际贸易做好国内公司出海的渠道，据此抢夺与众不同的利润点
0,1,1,0,0,0,另一位业内人士则认为，市场风传宅急送此次融资仅5亿多元，5亿多占股30%，以此推断，投资人对宅急送的估值不到30亿元，远低于顺丰、四通一达等其他快递公司
0,1,0,0,0,0,对于具体投资额，宅急送及相关投资方均未明确透露
1,1,0,0,0,0,不过，复星集团董事长郭广昌坚定地表达了自己对宅急送的支持，他指出中国物流行业及整个供应链，都在随着电商的发展发生深刻的变化
0,0,0,0,0,0,一方面淘宝的发展使得四通一达崛起，传统企业O2O的转型，也会带来了多元化物流的需求
0,0,0,0,0,0,郭广昌认为，这样大的行业，不可能由一种模式和一家公司所能垄断，必然是多种服务模式来满足不断出现的新的需求
0,1,0,0,0,0,因此他也看好宅急送所切入的市场需求
,,,,,,;;;;;;;;;;
0,1,0,0,1,0,Urbanbase是一家总部位于首尔的初创公司，2013年创立，主要为室内规划和设计制作VR工具
1,0,1,1,0,0,近日，该公司完成了180万美元的A轮融资，资方为CKDVentureCapital、MagellanTechnology和CapstonePartners，它计划将这笔资金用于进军日本、中国和东南亚市场
0,1,0,0,1,0,截止目前，Urbanbase累计融资300万美元
,,,,,,;;;;;;;;;;
1,1,1,1,1,1,天洑软件完成1500万元融资DPH动平衡资本动平衡资本
1,0,0,1,1,0,功能介绍动平衡资本是南京江宁科技创业投资集团核心企业，共管理基金27支，总规模约295亿元
0,0,0,0,0,0,累计投资企业百余家，涵盖天使投资、VC、PE各阶段，主要投资TMT、生物医药、高端装备、节能环保、新材料等领域
0,1,0,0,1,0,南京天洑软件有限公司是一家致力于叶轮机械设计组件、工具银行、优化软件等工业软件系统研发推广的公司
0,0,0,0,0,0,目前业务覆盖济南、北京、日本、德国等多地
1,1,1,1,1,1,2013年12月，动平衡资本以1500万元估值完成对天洑软件的天使投资，促进了该企业的快速发展
0,1,0,1,1,1,近期，天洑软件获得了联想估值1.5亿元的投资
,,,,,,;;;;;;;;;;
1,1,1,1,0,1,新浪科技讯8月31日上午消息，联想控股3396.HK宣布5850万美元战略投资企业移动社交营销解决方案提供商时趣SocialTouch以下简称时趣
0,1,0,0,1,0,资料显示，时趣成立于2011年，核心业务是为企业提供数字关系管理解决方案SocialCRM解决方案
1,1,0,1,1,0,联想控股方面表示，投资时趣是看好移动营销行业，企业服务市场特别是营销领域有很大的成长空间和投资空间，未来有机会走出新的行业巨头
1,1,0,1,1,0,据了解，在投资时趣之前，联想控股已先后投资了拉卡拉、翼龙贷、云农场、世纪闻康等互联网企业
,,,,,,;;;;;;;;;;
0,1,1,0,1,1,日前，X.ai获得了1000万美元的融资，这笔资金将用于增加其智能助手的功能和扩展到非英语国家市场
0,1,0,0,1,0,X.ai曾于2016年4月融资约2300万美元
0,1,0,0,1,0,新的资金将助力X.ai的会议安排助手Amy打破电子邮件的场景限制，接入Alexa等语音控制助手和Slack、微信等聊天应用
0,1,0,0,1,0,目前，X.ai只能使用电子邮件来安排会议
0,0,0,0,1,0,虽然面向团队的订阅已于去年秋天开放，但是Amy的商业版本今年2月才推出
0,0,0,0,0,0,该公司CEODennisMortensen表示，这笔资金还将帮助公司拓展其他语言市场，比如中文和丹麦文
0,0,0,0,0,0,此外，这笔资金还将用于连接其他服务，比如Uber、OpenTable等
0,0,0,0,0,0,商业版的新功能包括即将参与会议的人员简介，预约会议室的能力以及安排会议的权力
0,1,0,0,1,0,X.ai的竞争对手包括MixMax、Meekan和Meetingbird，这些公司也正在寻求自动化会议安排服务
1,0,0,1,0,0,此次融资由FenoxVentureCapital领投，其他投资者还有DCM
0,0,0,0,0,0,该公司现有员工150人，总部设在纽约
,,,,,,;;;;;;;;;;
0,1,0,0,1,0,SanSan是日本最大的、基于商业名片信息的企业网络
0,0,0,0,0,0,据外媒消息，鸵鸟创投媒体微信
1,1,1,1,1,1,wechuangye了解到，总部位于日本东京的名片管理应用程序SanSan宣布获得了一笔3800万美元的D轮融资，领投方为MiraiCreationInvestment，参投方包括DCMVentures、三井住友银行、丰田汽车、以及软件即服务行业巨头Saleforce
0,0,0,0,0,0,截至目前，该公司的融资总金额达到了7500万美元
0,1,0,0,1,0,wechuangye还了解到，SanSan成立于2007年，为企业提供内部联系人管理和分享服务，此外该公司也是日本最大的、基于商业名片信息的企业网络，而基于他们所获取的名片数据，SanSan计划发布一款商业社交网络App应用——Eight
0,0,0,0,0,0,目前，该公司已经获得了一批重量级的企业和政府客户，包括英特尔、三井住友银行、日本瑞穗银行、日本经济产业省、日本邮政、丰田汽车公司等
0,1,0,0,1,0,据悉，得益于本次最新融资，SanSan计划拓展包括新加坡在内的海外市场
,,,,,,;;;;;;;;;;
1,1,1,1,1,0,凤凰科技讯据彭博社北京时间7月20日报道，软银集团创始人孙正义MasayoshiSon旗下愿景基金VisionFund正在领投硅谷创业公司Plenty实施的一轮2亿美元融资
0,1,0,0,1,0,Plenty称已经破解了在室内超高效种植农作物的密码
0,1,0,0,0,0,Plenty的垂直农场
0,1,0,1,0,0,除了孙正义，投资管理公司MooreCapitalManagement创始人路易斯·培根LouisBacon也参与了Plenty本轮融资，而Plenty的现有投资方也跟投，比如风险投资公司DCMVentures以及代表Alphabet执行董事长埃里克·施密特EricSchmidt和亚马逊CEO杰夫·贝索斯JeffBezos进行投资的基金等
0,0,0,0,0,0,这也是孙正义首次押注旨在颠覆传统农业行业的创业公司，也是背离其最新投资策略的一种举动
0,0,0,0,0,1,他最近频频投资像联合办公空间WeWork以及中国打车应用巨头滴滴出行这样的独角兽
0,1,0,0,1,0,孙正义之所以投资Plenty，是因为他觉得该公司具有帮助提升大城市周围农作物产量的潜力
0,0,0,0,0,0,孙正义在一份声明中称
0,1,0,0,0,0,我们相信Plenty的团队能重塑当前粮食体系，提升人们的生活质量
0,1,0,0,1,0,Plenty联合创始人马特·伯纳德MattBarnard将于本周四出席在日本东京举行的为期两天的软银世界大会SoftBankWorld
0,0,0,0,1,0,在之前几年的软银世界大会上，孙正义曾邀请阿里巴巴集团联合创始人马云等科技界重量级人物一起登台，讨论行业最新趋势
0,1,0,0,1,0,孙正义对Plenty的投资有可能会给垂直农业今后的发展注入极大的动力
0,0,0,0,0,0,垂直农业是一个被媒体热炒的概念，但到目前为止仍然未能彻底改变农作物生产的传统模式
0,0,0,0,0,0,近年来，由于在经济上不可行，多家公司关闭了室内农业项目，其中包括亚特兰大的Podponics，温哥华的LocalGarden以及芝加哥的FarmedHere
0,0,0,0,0,0,软银创始人孙正义
0,1,0,0,1,0,伯纳德与农业科学家纳特·斯托雷NateStorey在2014年一起创建了Plenty，后者此前还曾创办过另一家室内农业创业公司
0,1,0,0,1,0,Plenty表示，相比竞争对手，它可以在相同空间内种植更多的农作物，而且耗费的水量更少，因为Plenty的农作物主要是通过重力给料，而不是浇灌
0,0,0,0,0,0,伯纳德说
0,0,0,0,0,0,因为我们是依照物理学定律种植农作物，所以我们节省了大量资金
0,1,0,0,1,0,Plenty的联网系统会根据农作物生长类型，输送具体的光、空气成分、湿度和营养物
0,1,0,0,0,0,Plenty号称该公司在相同区域内的农作物产量是传统农场的350%，而用水量仅相当于传统农场的1%
0,0,0,0,1,0,几个月前，DCMVentures联合创始人赵克仁在加州将伯纳德引见给孙正义
0,1,0,0,0,0,那次会面原定持续15分钟，但最终过了45分钟才结束，因为孙正义对Plenty的愿景十分感兴趣
0,0,0,0,0,0,两周以后，伯纳德和赵克仁又飞赴东京与孙正义会面
0,1,0,0,0,0,赵克仁透露，在第二次会面中，孙正义一开始也对Plenty的模式存在怀疑，但最终仍然被Plenty的前景所打动
0,0,0,0,0,0,孙正义对帮助各国高效种植农作物的方法尤其感兴趣
0,0,0,0,0,0,愿景基金的投资方包括来自于中东的主权财富基金
0,0,0,0,0,0,在中东，由于干旱、人口增长以及耕地缺乏，加剧了人们对食物缺乏和政治动荡的担忧
0,0,0,0,0,0,在6年前发生核能事故后，日本也开始进口粮食
0,0,0,0,0,0,美国农业部下属国家食品及农业研究所主任桑尼·拉马斯瓦米SonnyRamaswamy表示，室内农业将在缓解蔬菜短缺问题上发挥重要作用
0,1,0,0,0,0,赵克仁表示，愿景基金的投资主要用于帮助Plenty进行国内和国外扩张
0,0,0,0,0,0,最终，该公司希望能在全世界的大城市周边建立起定制化农场
0,1,0,1,1,0,赵克仁表示，软银在全世界都拥有广泛的人脉，希望帮助Plenty进行非常快速的扩张，尤其是在中国、日本和中东地区
,,,,,,;;;;;;;;;;
0,1,0,0,1,0,Roomi的理念择屋而居固然重要，择人同居安不重要乎
0,1,0,0,1,0,第一眼看过去，Roomi好像又是一个房屋出租的App，不过实际上并不尽然，因为这些房子都已经有房客了，挂上去的用户都是为了找到与自己同居的房客
0,1,0,0,1,0,Roomi坚信自己的平台能为用户提供更好的室友资源
0,0,0,0,0,0,你是个健身迷吗
0,0,0,0,0,0,或者你特别喜欢开派对
0,0,0,0,1,0,这款App与脸书联动，让你能够一睹潜在同居者的生活习惯
0,1,0,0,1,0,Roomi去年成立，发展至今，在北美市场已有37.5万用户
1,1,1,1,1,0,由DCMVentures领投的种子轮基金400万美元将帮助Roomi推向国际市场，目前Roomi总融资额达600万美元
1,0,0,0,0,1,DCMVentures的投资者DavidCheng解释了他为何从中看到商机
0,0,0,0,0,0,租住房形式经历了漫长的发展，如今，年轻一代的需求已经远远不同于他们的父辈，他们会为了找到合适的住所，移动得更为频繁
0,1,0,0,0,0,我们相信Roomi，一个致力于房屋出租与同居的平台将吸引着这一代人
0,1,0,0,0,0,Roomi的执行总裁AjayYadv说
0,1,0,0,0,0,Roomi的目标就是搭建一个彼此信任的平台
0,1,0,0,0,0,wechuangye了解，Roomi将推进服务，严格查实住户背景资料，以防房客在不知情的情况下与一个有犯罪记录的人同住
0,1,0,0,1,0,这是第一个以选择室友为先的房屋租住App，AjayYadv希望Roomi能有别于Trulia、Zillow或其他房屋租住App
0,0,0,0,0,0,他说
0,0,0,0,0,0,同居者的品性其实是和你租住环境一样重要
0,1,0,0,0,0,不过Roomi的业务还在萌芽状态，当问及盈利如何时，Yadav称
0,0,0,0,0,0,我们目前还没有赚到钱
,,,,,,;;;;;;;;;;
1,1,1,1,0,0,在获得由DCMVentures和SigulerGuff&Company提供的新一轮2000万美元的融资后，图片编辑应用PicsArt将在中国和日本开拓亚洲用户市场
1,0,0,0,0,1,还有一些投资方也为这家来自旧金山的初创公司提供了融资，它们包括红杉资本和InsightVenturePartners
0,0,0,0,0,0,至今为止，公司融资总额已高达4500万美元
0,1,0,0,1,0,PicsArt还未向外界透露它拥有的亚洲用户人数，但是公司的总经理兼首席业务发展官WilsonKriegel表示，PicsArt在亚洲的用户数稳健增长，日本和中国已经成为了公司的主要目标市场
0,0,0,0,0,0,公司还计划为特定市场添加特殊定制的剪贴画、字体以及贴图来实现业务本土化，与此同时它还计划在不同国家寻求业务发展的合作伙伴
0,1,0,0,1,0,例如在日本，PicsArt会在像樱花节这样的节日里进行促销宣传，此外，它还和日本电信公司建立了合作关系
0,0,0,0,1,0,当然，从专门提供贴图和相框的LineCamera再到提供专业化修图工具的Camera360，市场上可供亚洲智能手机用户选择的本土化编辑图片应用可谓是玲琅满目
0,1,0,0,1,0,PicsArt希望自己可以凭借7500万的月活跃用户在市场上脱颖而出，这些用户会在应用上分享并且编辑图片
0,1,0,0,1,0,为了提高用户活跃度，PicsArt还添加了一些新功能，例如帮助用户在应用上寻找志同道合的朋友以及将Flickr上的照片移动到应用中
,,,,,,;;;;;;;;;;
0,1,1,0,1,0,Freee，由前谷歌职员DaisukeSasaki创办的会计SaaS公司，刚刚确定了一轮35亿日元2870万美元的C轮融资
1,0,0,1,0,0,RecruitHoldings、JapanCo-Invest参投，硅谷的DCM再次参投
0,1,0,0,1,0,Freee现在在日本的业务正在逐渐壮大，从2012年发布之后，它的基础会计服务吸引了38万家企业
0,0,0,0,0,0,而在2014年时，这个数字还只有12万家，可以说这一年是一个巨大的飞跃
0,1,0,0,1,0,现在Freee把自己定位为行政类工作的一站式服务
0,0,0,0,0,0,它目前的服务范围包括
0,0,0,0,0,0,工资处理、税负档案和公司设立
0,0,0,0,0,0,今年10月，将会扩展一些新功能
0,0,0,0,0,0,从2014年起，日本只有3家创业公司在单轮融资中金额超过了2500万美元
0,0,0,0,0,0,包括新闻应用SmartNews3600万美元、在线打印公司Raksul3400万美元和手游分析公司Metaps3600万美元
0,1,0,0,1,0,Freee公司的目标是SMB用户数达到100万
0,0,0,0,1,0,其竞争对手MoneyForward也是一家成立于2012年的会计软件即服务公司，MoneyForward预计将其个人理财软件的180万用户转移到它新开发的SMB软件上
0,0,0,0,0,0,如果它的目标能达到，局面将会变得非常有趣
0,1,0,0,1,0,不过目前，Freee仍是战场上最大的玩家
,,,,,,;;;;;;;;;;
0,1,0,0,1,0,Locus成立至今已有3年，平台主要是帮助企业管理物流任务
0,0,1,0,0,1,近日，其宣布完成了一轮400万美元的Pre-B轮融资，主要用于将业务从印度向外扩张至其他国家
1,0,0,0,0,0,该轮融资的投资人包括RocketshipVC、RecruitStrategicPartners、piVentures以及DSP集团的HemendraKothari
1,0,0,0,0,0,现有投资人BlumeVentures、ExfinityVenturePartners、BeeNext以及growXventures亦有参投
0,0,0,0,0,0,这家公司位于班加罗尔，此前曾在16年完成了275万美元的A轮融资
0,0,0,0,0,0,2015年，NishithRastogi和GeetGarg创立了这家公司
0,0,0,0,0,0,他们两位曾是亚马逊AWS的员工，主要在机器学习部门工作
0,0,0,0,0,0,最初，两人开发了一款安全乘车应用，能够为乘客规划最佳路线，并识别出司机是否存在故意绕路的行为
0,0,0,0,0,0,后来得到不少企业用户的反馈之后，他们决定转向了物流跟踪这一领域
0,1,0,0,0,0,目前，Locus主要是帮助客户优化物流运营这方面，运人、运车等都适用
0,0,0,0,0,0,其服务范围不仅包括识别路线，还能够帮助FCMGs优化其物流管理，比如帮助协调大型订单所需的货车量，然后识别最优路线，等等
0,0,0,0,0,0,联合创始人兼CEO的Rastogi把公司的平台比作首席供应链官
0,0,0,0,0,0,他说道
0,0,0,0,0,0,我们想把围绕在物流方面的所有人为决定都实现自动化，让企业利用机器学习和AI来达成更好的运输路线和运营方式
0,0,0,0,0,0,他还补充道，在某些情况之下，当数据量积累到一定程度后，机器决策会优于人类
0,1,0,0,0,0,他还举了一个Locus平台是如何帮助长途卡车快速返程的例子
0,0,0,0,0,0,最初，研究小组发现卡车回程时绕过了一座陡峭的山丘
0,0,0,0,0,0,但是经过一系列的排查之后，他们发现，这座小山虽然在出游的时候可以顺路行驶，但是返程时避免经过的确会更安全及省时
0,0,0,0,0,0,Rastogi表示，这一决策是基于系统观察行驶数据之后得出的，不一定是基于类人脑分析的结果
0,0,0,0,0,0,为了提高系统的精准性，公司还提供了一个价值500美元的扫描应用SizeUp，以帮助用户精准测量需要运送的包裹
0,0,0,0,0,0,今年，公司就会向北美以及东南亚地区扩张
0,0,0,0,0,0,此外，公司在今年晚些时候还会进行一次金额较大的B轮融资
,,,,,,;;;;;;;;;;
1,1,1,1,1,0,据外媒VCCircle消息，总部位于印度班加罗尔的汽车售后服务初创公司Pitstop宣布完成了一笔1.06亿卢比约合160万美元的pre-A轮融资，联合领投方为此前曾投资过该公司的新加坡风投GoldbellGroup和BlumeVentures
0,0,0,0,0,0,该公司的运营母公司为ChatpayCommercePvt.Ltd，他们计划利用这笔最新投资加强旗下技术基础设施，并且在班加罗尔和德里首都区扩大上门服务
0,0,0,0,0,0,现阶段，该公司主要提供与汽车有关的服务，包括定期服务，机械和电气维修，车身维修和门槛检查
0,0,0,0,0,0,最近，该公司还推出了上门服务模式，并且在过去的六个月里为超过2300辆汽车提供了服务
0,0,0,0,0,0,此外，该公司计划强化这一业务战略，通过构建一个移动服务平台，让用户更加便利的享受超本地服务
0,0,0,0,0,0,据悉，上门服务可以在一个半小时至两个小时内完成车辆的一般维修服务，而授权服务站的维修时间通常在五到六个小时
0,0,0,0,0,0,客户可以发出汽车服务请求，跟踪服务进度，获取有关服务订单更新通知，并进行付款
0,0,0,0,0,0,该公司的两位联合创始人分别是Mishra和NirantRamakuru，他们希望通过提供车辆服务预订平台来规范印度无组织的汽车服务行业
0,0,0,0,0,0,本文部分内容来自于VCCircle
,,,,,,;;;;;;;;;;
1,1,1,1,1,1,据外媒entrackr消息，总部位于印度新德里的医疗科技初创公司BeatO宣布完成了一笔130万美元的新一轮融资，投资方为LeoCapital和BlumeVentures
0,0,0,0,0,0,据悉，该公司计划利用这笔最新融资开发新产品，并且研发新的医药产品类别
0,0,0,0,0,0,该公司的药品主要用于治疗糖尿病患者，而且为糖尿病患者提供了一个全套服务平台，包括一个具有独特的、基于移动设备的监测解决方案
0,0,0,0,0,0,不仅如此，该公司还结合糖尿病患者的特殊生活需求，推出了专用产品，如糖尿病小吃、特色食品、鞋类等
0,0,0,0,0,0,该公司成立于2015年，两位联合创始人分别为YashSehgal和AbhishekKumarGautamChopra
0,0,0,0,0,0,此外，该公司还研发了一款支持智能手机的血糖仪，目前为超过一千五百个城镇内的两万五千名患者提供服务
0,0,0,0,0,0,另一方面，该公司还声称去年的年收入增长了十倍，客户的重复订单率超过80％
0,0,0,0,0,0,本文部分内容来自于entrackr
,,,,,,;;;;;;;;;;
0,0,0,0,0,0,巧妙利用和第三方非银行金融公司合作规避风险
0,0,0,0,0,0,据外媒消息，鸵鸟创投媒体微信
1,1,1,1,1,1,wechuangye了解到，总部位于印度班加罗尔的小微学生贷款服务金融科技初创公司SlicePay宣布获得了一笔200万美元的A轮融资，联合领投方为DasCapital和SimileVenturePartners，参投方为BlumeVentures
0,0,0,0,0,0,截止目前，该公司的融资总金额为250万美元
0,1,0,0,1,0,wechuangye还了解到，SlicePay主要为学生提供教育贷款和消费贷款服务，旗下小微贷款服务平台允许大学生按照每月还款计划在线上购买商品，而无需任何抵押物
0,0,0,0,1,0,为了能让用户便捷购物，该公司已经和亚马逊、Flipkart、Myntra、Snapdeal、以及阿里巴巴旗下的Paytm等主要电商平台建立了合作关系
0,0,0,0,0,0,此外，该公司还和专业风险评估公司合作，推出了针对大学生的信用评级服务，为印度境内500多所大学的学生提供最高6万印度卢比的信用贷款，而最终的贷款发放，则是通过其合作的第三方非银行金融公司来完成的
0,1,0,0,1,0,现阶段，SlicePay公司的贷款业务主要覆盖班加罗尔、钦奈和韦洛尔三个城市，得益于本轮融资，他们计划拓展更多城市
,,,,,,;;;;;;;;;;
0,1,1,0,1,1,本周三，印度一家企业软件制造商SquadRun获210万美元A轮融资
0,1,0,0,0,0,该公司曾推出工作流程自动化平台Squad
1,0,0,1,0,0,本轮融资的投资方包括BlumeVentures、ContrarianCapital、91springboard和EmergentVentures等
0,1,0,0,1,0,SquadRun通过人工智能和独立承包者来实现数据密集型运营
0,0,0,0,0,0,公司将会利用这轮融资去开发技术、产品以及数据科学功能，同时帮公司在美国的销售团队进行扩招
0,0,0,0,0,0,公司的主要客户包括数字商务公司如Uber、Flipkart、美容产品零售商如Sephora、TataGroup以及服装零售商如Teespring
0,0,0,0,0,0,公司平台主要提供一种基于SaaS的产品，能通过广泛分布的员工和自动化技术处理各种事务
0,1,0,0,0,0,比如电商客户会利用Squad管理平台上的产品，而金融服务公司会借此去验证或整理表格中的数据
0,1,0,0,1,0,其它公司可以付费让Squad的员工帮其处理简单的任务这些任务都是从大型商务流程中分解出来的，例如为图片上标签、在应用上回复客户、产品分类甚至打电话给酒店以获取信息等
0,1,0,0,1,0,同样，Squad的普通用户也可以在手机上完成这些任务，从而获得SquadCoin一种电子货币作为报酬，这种货币能在PayU和Payth上购物，也可以直接转成货币汇入银行账户
0,1,0,0,1,0,另外，你还可以用Squad进行内容优化、数据标识、用户体验测试等
0,1,0,0,1,0,SquadRun由ApurvAgrawal、KanikaJain和VikasGulati成立于2014年6月
1,0,0,0,1,0,Agrawal是共享办公空间91springboard的创始团队成员，而Jain曾担任中心经理，Gulati曾是JoshTechnology的软件工程师
0,0,0,0,1,0,公司于2015年2月获得了种子轮融资，投资方包括Zomato创始人DeepinderGoyal、Toppr创始人ZishaanHayath等
,,,,,,;;;;;;;;;;
1,1,1,1,1,1,近日，由班加罗尔公司ServiceMonkTechnologies运营的电子设备维修初创iService宣布完成种子轮融资，由BlumeVentures领投44万美元约合3千万卢比，参与此轮投资的投资者还包括Freshdesk联合创始人、TaxiForSure联合创始人、Belong联合创始人、Tapzo总裁及前Flipkart主管
0,0,0,0,0,0,公司表示本轮融资资金将用于扩大公司业务范围、招聘人才和改进产品及技术
0,1,0,0,1,0,iService由安吉特AnkitChowdhary及维诺德PratheekVinodKumar于2013年成立，主要提供手机及笔记本电脑的维修服务
0,0,0,0,0,0,用户可以通过线上渠道或者线下的维修店申请维修
0,0,0,0,0,0,据悉，目前公司有35名员工，在德里及班加罗尔均设有维修点并称已经为超过3万名顾客提供了维修服务
0,0,0,0,0,0,公司计划在2017年底将业务范围扩大到六座新的城市
0,1,0,0,1,0,除iService以外，近期其他获得种子轮投资的电子维修初创包括Gadgetwood和Repaireasy，前者于2016年9月获得印本土私人股权公司CarpediemCapital的4亿卢比的投资，后者于2016年8月获得27.5万美元的pre-A轮投资，MorrisStreetAdvisors参投
,,,,,,;;;;;;;;;;
1,1,1,1,1,1,近日，专注户外运动的地图公司FatMap刚刚完成一轮新融资，共850万美金，参与的投资方包括捷豹路虎旗下的创投机构InMotion以及上一轮投资方Episode1和CapnamicVentures
0,1,0,0,1,0,相比于谷歌、Waze、Here等地图应用在道路地区的优势，FatMap从非公路的户外领域切入，利用3D测绘，为滑雪、徒步、山地自行车、登山等户外运动爱好者提供高清3D地图，协助户外爱好者们获取精准导航服务
0,1,0,0,1,0,FatMap公司于2015年在伦敦正式成立，目前核心成员和开发团队在柏林，立陶宛的办公室负责3D测绘工程技术
0,0,0,0,1,0,值得一提的是，该公司的创始团队与诺基亚地图应用Here颇有渊源，董事长MichaelHalbherr几年前曾任Here的CEO，产品和设计的负责人WillGill和MarkusOrt也曾在Here任职
0,1,0,0,1,0,成立初期，FatMap瞄准欧洲和北美的滑雪市场，与世界顶尖的滑雪运动员合作，提供世界120个滑雪场详细且超高分辨率的地图
0,1,0,0,1,0,三年以来，FatMap尝试拓展业务，并瞄准了整个户外运动市场
0,0,0,0,1,0,他们与多家卫星和航空公司合作，建立了一个平台，囊括山峰、步道、营地、河流等各种户外场景
0,1,0,0,1,0,为了吸引户外运动人群，FatMap向用户承诺以下功能
0,0,0,0,0,0,即便失去通讯信号，用户也可以在地球上的任何地点实现离线访问
0,0,0,0,0,0,用户可以提前自己制作路线并上传
0,0,0,0,0,0,这些路线还可以实现分享
0,1,0,0,1,0,同样，旅游公司也可以在FatMap中创建详细的数字旅行指南，例如用交互3D导航提供旅行地的环境和地形的宽幅照片
0,0,0,0,1,0,目前大部分功能对用户是免费的，用户可以在安卓和iOS的网页以及移动终端使用
0,0,0,0,0,0,需要离线访问的用户需要升级订阅，价格是7英镑/月或36英镑/年
0,1,0,0,1,0,FatMap也通过与其他户外品牌和度假村合作盈利
0,1,0,0,0,0,仅仅在美国，户外娱乐市场就已经是价值8870亿美元的产业，所以FatMap公司所涉及的议题并非是一个小众的商机
0,1,0,0,1,0,该公司表示，今年的晚些时候，FatMap计划上线新的用户服务项目，例如，用户可通过应用程序在线直接预订旅行项目和当地服务
0,0,0,0,0,0,户外运动市场在中国也是一个极有潜力的市场，据中投顾问的数据显示，2017年中国户外运动核心市场规模已达到170.6亿元，滑雪、徒步和马拉松成为较受欢迎的运动项目，而近年来国内的滑雪服务平台如滑雪族、爱滑雪等也受到投资者的青睐，通过3D导航切入户外运动市场，或许是出行领域联通旅行市场的新机会
,,,,,,;;;;;;;;;;
0,0,0,0,0,0,电商小虾米合理利用工具也能对抗行业大鲸鱼
0,0,0,0,0,0,据外媒消息，鸵鸟创投媒体微信
1,1,1,1,1,1,wechuangye了解到，总部位于英国伦敦的人工智能初创公司Ometria宣布获得了一笔600万美元的A轮融资，领投方为美国风投SummitAction，参投方包括葡萄牙零售巨头SonaeIM，以及专注于零售和电商行业投资的英国风投SamosInvestment
0,0,0,0,0,0,截至目前，该公司的融资总金额已经达到了1100万美元
0,1,0,0,1,0,wechuangye还了解到，Ometria的人工智能营销平台可以是零售商在多个品牌接触渠道上推送个性化营销信息
0,0,0,0,0,0,利用获取客户行为和商品销售数据，他们可以进行人工智能分析，了解消费者的未来购物行动，继而可以精准推送营销信息，而且还能分析出最受消费者欢迎的产品售价，最终成功吸引目标客户前来消费
0,1,0,0,0,0,事实上，亚马逊这些电商巨头就是利用数据优势来剥削品牌零售商，而Ometria的目标，就是要帮助这些弱势群体来对抗电商巨头
0,1,0,0,1,0,目前，Ometria公司的主要竞争对手包括电子邮件营销服务提供商Emarsys、Saithry、Selligent，Bronto，Dotmailer、消费者行为分析营销工具CloudIQ，SaleCycle，Yieldify和客户洞察分析公司More2，AgileOne等
,,,,,,;;;;;;;;;;
0,0,0,0,0,0,文娱行业最新最快最全创投消息速递
0,0,0,0,0,0,访问三文娱网站3wyu.com查看产业必读文章
1,1,1,1,1,1,近日，三文娱独家获悉，腾讯旗下儿童内容开放平台企鹅童话已完成4000万元A轮融资，众源资本领投，盛景嘉成跟投
1,1,1,1,1,1,三文娱独家获悉，腾讯旗下儿童内容开放平台企鹅童话已完成4000万元A轮融资，众源资本领投，盛景嘉成跟投
0,1,0,0,1,0,企鹅童话专注于儿童数字内容版权的收录与发行，为学龄前儿童提供丰富多样的精品内容，打造优质儿童IP
0,0,0,0,0,0,公司前身成立于2013年，最初作为腾讯内部孵化项目，利用腾讯资源优势，持续打造基于移动互联网的儿童数字内容开放平台
0,0,0,1,0,0,2016年8月，团队正式从腾讯独立出来，并完成来自魔量资本和乐游资本的1200万元天使轮投资
0,1,0,0,1,0,2017年7月，企鹅童话宣布获得一方投资、苏宁青创基金、魔量资本和腾讯的千万元Pre-A轮投资
0,0,0,0,0,0,凭借平台资源优势，公司2款自有APP累计用户已经超过3500万
0,0,0,0,0,0,随着二胎政策放开，80、90后新一代家长崛起，儿童数字内容市场有了更大的发展空间
0,0,0,0,0,0,随着国内数字内容付费转化率提升、智能硬件普及率增高，很多从业者专业性也在加强，不少代表性企业已经踏出了自己的商业模式
0,1,0,0,0,0,企鹅童话于2017年1月开始探索少儿内容的盈利模式，2018年又围绕内容IP衍生出故事机手伴产品
